"","date","cause","Side","Cause","Status","Sex","SCL","Age","Tumor","year"
"1",1983-10-01,"human","E","Human take","D","F",NA,NA,"U",1983
"2",1984-05-01,"unknown","E","Unknown","D","U",NA,NA,"N",1984
"3",1984-02-01,"human","E","Net","A","U",41.3,"j","N",1984
"4",1984-01-01,"human","E","Hook/line","A","U",40.504,"j","N",1984
"5",1984-07-01,"human","E","Human take","D","U",NA,NA,"U",1984
"6",1984-03-01,"human","E","Hook/line","A","U",38.1,"j","N",1984
"7",1984-11-01,"human","E","Human take","D","U",NA,NA,"N",1984
"8",1985-08-01,"natural","E","FP","D","U",NA,NA,"Y",1985
"9",1985-08-01,"natural","E","Misc.","A","U",NA,NA,"N",1985
"10",1985-07-01,"human","E","Human take","D","U",NA,NA,"U",1985
"11",1985-07-01,"human","E","Human take","D","U",NA,NA,"U",1985
"12",1985-07-01,"human","E","Human take","D","U",NA,NA,"U",1985
"13",1985-11-01,"natural","E","FP","A","U",45.069,"j","Y",1985
"14",1986-05-01,"unknown","E","Unknown","A","U",35.939,"j","N",1986
"15",1986-05-01,"unknown","E","Unknown","A","U",35.939,"j","N",1986
"16",1986-01-01,"human","E","Net","D","F",97.5,"a","U",1986
"17",1986-07-01,"human","E","Human take","A","U",NA,NA,"U",1986
"18",1987-10-01,"unknown","E","Unknown","D","F",NA,NA,"U",1987
"19",1988-09-01,"unknown","E","Unknown","D","M",NA,NA,"N",1988
"20",1989-04-01,"unknown","E","Unknown","D","U",NA,NA,"N",1989
"21",1989-08-01,"human","E","Human take","A","U",NA,NA,"U",1989
"22",1989-01-01,"natural","E","FP","A","U",NA,NA,"Y",1989
"23",1989-01-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1989
"24",1989-10-01,"unknown","E","Unknown","D","U",NA,NA,"N",1989
"25",1989-09-01,"human","E","Human take","D","F",75.198,"s","N",1989
"26",1989-09-01,"unknown","E","Unknown","D","F",77.7544,"s","Y",1989
"27",1990-04-01,"human","E","Hook/line","A","U",42.7865,"j","N",1990
"28",1990-07-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1990
"29",1990-07-01,"unknown","E","Unknown","A","U",19.8,"j","N",1990
"30",1990-07-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1990
"31",1990-06-01,"unknown","E","Unknown","A","U",49.634,"j","N",1990
"32",1990-06-01,"unknown","E","Unknown","A","U",49.634,"j","N",1990
"33",1991-04-01,"unknown","E","Unknown","D","M",39.7,"j","N",1991
"34",1991-04-01,"unknown","E","Unknown","D","F",37.9,"j","N",1991
"35",1991-07-01,"unknown","E","Unknown","D","U",NA,NA,"N",1991
"36",1991-07-01,"unknown","E","Unknown","D","U",39.2,"j","N",1991
"37",1992-12-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1992
"38",1992-02-01,"natural","E","FP","A","U",NA,NA,"Y",1992
"39",1992-09-01,"natural","E","Misc.","A","F",39.4,"j","N",1992
"40",1992-09-01,"unknown","E","Unknown","D","F",48.3,"j","Y",1992
"41",1993-04-01,"unknown","E","Unknown","A","U",NA,NA,"U",1993
"42",1993-08-01,"unknown","E","Unknown","D","U",NA,NA,"U",1993
"43",1993-02-01,"human","E","Human take","D","U",NA,NA,"Y",1993
"44",1993-02-01,"human","E","Human take","D","U",43.3,"j","U",1993
"45",1993-02-01,"human","E","Human take","D","U",41.5,"j","U",1993
"46",1993-02-01,"human","E","Hook/line","A","F",46.4,"j","Y",1993
"47",1993-02-01,"unknown","E","Unknown","D","F",82.4107,"a","Y",1993
"48",1993-07-01,"natural","E","FP","D","U",99,"a","Y",1993
"49",1993-06-01,"unknown","E","Unknown","A","U",48,"j","N",1993
"50",1993-03-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1993
"51",1993-09-01,"unknown","E","Unknown","A","U",59.677,"j","N",1993
"52",1994-05-01,"unknown","E","Unknown","D","U",NA,NA,"U",1994
"53",1994-04-01,"unknown","E","Unknown","U","M",45.3,"j","Y",1994
"54",1994-01-01,"human","E","Hook/line","A","U",NA,NA,"N",1994
"55",1994-01-01,"human","E","Hook/line","A","U",NA,NA,"N",1994
"56",1994-07-01,"unknown","E","Unknown","D","U",NA,NA,"Y",1994
"57",1994-07-01,"unknown","E","Unknown","D","U",NA,NA,"N",1994
"58",1994-06-01,"human","E","Boat impact","A","U",NA,NA,"N",1994
"59",1994-11-01,"unknown","E","Unknown","D","U",NA,NA,"Y",1994
"60",1994-11-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1994
"61",1994-10-01,"unknown","E","Unknown","D","U",NA,NA,"N",1994
"62",1994-10-01,"unknown","E","Unknown","A","U",62.416,"j","Y",1994
"63",1995-04-01,"unknown","E","Unknown","D","U",NA,NA,"U",1995
"64",1995-08-01,"human","E","Hook/line","D","U",NA,NA,"N",1995
"65",1995-08-01,"unknown","E","Unknown","A","U",NA,NA,"U",1995
"66",1995-07-01,"human","E","Hook/line","A","U",NA,NA,"N",1995
"67",1995-07-01,"natural","E","Misc.","A","M",68.4,"s","Y",1995
"68",1995-07-01,"human","E","Net","A","U",NA,NA,"U",1995
"69",1995-07-01,"unknown","E","Unknown","D","U",NA,NA,"N",1995
"70",1995-07-01,"unknown","E","Unknown","A","U",NA,NA,"N",1995
"71",1995-06-01,"unknown","E","Unknown","A","U",NA,NA,"N",1995
"72",1995-06-01,"unknown","E","Unknown","A","U",NA,NA,"U",1995
"73",1995-03-01,"unknown","E","Unknown","D","U",NA,NA,"N",1995
"74",1995-10-01,"unknown","E","Unknown","D","U",NA,NA,"N",1995
"75",1996-01-01,"unknown","E","Unknown","D","U",NA,NA,"U",1996
"76",1996-07-01,"unknown","E","Unknown","D","U",NA,NA,"U",1996
"77",1996-10-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1996
"78",1996-10-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1996
"79",1996-09-01,"unknown","E","Unknown","U","U",NA,NA,"U",1996
"80",1997-04-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1997
"81",1997-12-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1997
"82",1997-06-01,"natural","E","FP","A","F",56.5,"j","Y",1997
"83",1998-04-01,"unknown","E","Unknown","D","U",NA,NA,"U",1998
"84",1998-08-01,"human","E","Hook/line","D","U",NA,NA,"U",1998
"85",1998-02-01,"human","E","Net","A","U",NA,NA,"U",1998
"86",1998-07-01,"unknown","E","Unknown","U","U",NA,NA,"U",1998
"87",1998-06-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1998
"88",1998-06-01,"unknown","E","Unknown","D","U",NA,NA,"U",1998
"89",1998-03-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1998
"90",1998-10-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1998
"91",1999-04-01,"natural","E","FP","D","U",NA,NA,"Y",1999
"92",1999-08-01,"human","E","Hook/line","A","U",NA,NA,"N",1999
"93",1999-12-01,"natural","E","FP","A","U",67.7,"s","Y",1999
"94",1999-12-01,"unknown","E","Unknown","D","F",48.9,"j","N",1999
"95",1999-02-01,"unknown","E","Unknown","A","U",NA,NA,"Y",1999
"96",1999-06-01,"unknown","E","Unknown","D","U",73.6,"s","N",1999
"97",1999-10-01,"natural","E","FP","A","U",75.8,"s","Y",1999
"98",1999-10-01,"unknown","E","Unknown","A","F",63.7,"j","Y",1999
"99",2000-05-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2000
"100",2000-02-01,"unknown","E","Unknown","A","U",NA,NA,"U",2000
"101",2000-02-01,"unknown","E","Unknown","D","M",80.2,"s","N",2000
"102",2000-01-01,"unknown","E","Unknown","A","M",77.9,"s","Y",2000
"103",2000-03-01,"human","E","Hook/line","A","U",NA,NA,"U",2000
"104",2001-02-01,"unknown","E","Unknown","A","F",81.2,"a","Y",2001
"105",2001-06-01,"natural","E","Shark attack","A","U",67.4,"s","N",2001
"106",2001-10-01,"unknown","E","Unknown","A","F",55.1,"j","Y",2001
"107",2001-09-01,"human","E","Hook/line","A","U",NA,NA,"U",2001
"108",2001-09-01,"human","E","Hook/line","A","M",76.111,"s","N",2001
"109",2002-05-01,"natural","E","FP","A","M",41.9,"j","Y",2002
"110",2002-04-01,"natural","E","FP","D","U",NA,NA,"Y",2002
"111",2002-12-01,"unknown","E","Unknown","A","U",NA,NA,"N",2002
"112",2002-07-01,"human","E","Human take","D","M",46.9,"j","N",2002
"113",2002-07-01,"unknown","E","Unknown","D","U",NA,NA,"U",2002
"114",2002-07-01,"unknown","E","Unknown","D","U",NA,NA,"U",2002
"115",2002-07-01,"unknown","E","Unknown","A","F",61.2,"j","Y",2002
"116",2002-06-01,"unknown","E","Unknown","D","M",51.8,"j","N",2002
"117",2002-06-01,"unknown","E","Unknown","D","F",NA,NA,"N",2002
"118",2002-10-01,"human","E","Hook/line","A","U",61.9595,"j","N",2002
"119",2003-05-01,"unknown","E","Unknown","A","U",62.7,"j","N",2003
"120",2003-04-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2003
"121",2003-08-01,"unknown","E","Unknown","A","U",54.3,"j","N",2003
"122",2003-08-01,"unknown","E","Unknown","D","F",72,"s","N",2003
"123",2003-12-01,"unknown","E","Unknown","A","M",49.7,"j","Y",2003
"124",2003-02-01,"human","E","Hook/line","A","M",68.6,"s","Y",2003
"125",2003-02-01,"human","E","Hook/line","A","U",NA,NA,"N",2003
"126",2003-01-01,"human","E","Hook/line","A","U",NA,NA,"N",2003
"127",2003-07-01,"unknown","E","Unknown","D","U",60.59,"j","Y",2003
"128",2003-07-01,"unknown","E","Unknown","A","U",NA,NA,"U",2003
"129",2003-06-01,"natural","E","FP","A","F",59,"j","Y",2003
"130",2003-06-01,"human","E","Hook/line","D","M",39.5,"j","N",2003
"131",2003-10-01,"unknown","E","Unknown","D","M",42.6,"j","N",2003
"132",2004-04-01,"natural","E","FP","A","U",NA,NA,"Y",2004
"133",2004-08-01,"natural","E","FP","A","U",53,"j","Y",2004
"134",2004-08-01,"natural","E","FP","A","U",66.5,"s","Y",2004
"135",2004-02-01,"natural","E","Shark attack","D","U",NA,NA,"U",2004
"136",2004-07-01,"unknown","E","Unknown","A","M",57.4,"j","Y",2004
"137",2004-07-01,"unknown","E","Unknown","A","F",46.4,"j","Y",2004
"138",2004-06-01,"natural","E","FP","A","U",NA,NA,"Y",2004
"139",2004-06-01,"human","E","Hook/line","A","U",NA,NA,"N",2004
"140",2004-03-01,"natural","E","FP","D","F",64.5,"j","Y",2004
"141",2004-03-01,"natural","E","FP","A","U",57.8,"j","Y",2004
"142",2004-03-01,"unknown","E","Unknown","A","M",71.5,"s","Y",2004
"143",2004-09-01,"natural","E","FP","A","U",67.2,"s","Y",2004
"144",2004-09-01,"unknown","E","Unknown","A","U",47.808,"j","N",2004
"145",2005-05-01,"human","E","Hook/line","A","M",52.5,"j","Y",2005
"146",2005-05-01,"unknown","E","Unknown","A","M",71.2,"s","Y",2005
"147",2005-08-01,"human","E","Hook/line","A","U",64.5,"j","N",2005
"148",2005-08-01,"unknown","E","Unknown","A","U",NA,NA,"N",2005
"149",2005-02-01,"human","E","Net","A","U",NA,NA,"N",2005
"150",2005-01-01,"unknown","E","Unknown","A","F",63.4,"j","Y",2005
"151",2005-01-01,"unknown","E","Unknown","A","M",56.7,"j","Y",2005
"152",2005-07-01,"human","E","Human take","A","F",81.2238,"a","N",2005
"153",2005-06-01,"human","E","Hook/line","A","U",63.8,"j","Y",2005
"154",2005-06-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2005
"155",2005-03-01,"unknown","E","Unknown","D","U",NA,NA,"Y",2005
"156",2005-10-01,"natural","E","FP","A","M",NA,NA,"Y",2005
"157",2005-09-01,"unknown","E","Unknown","A","U",57.5,"j","N",2005
"158",2006-04-01,"human","E","Hook/line","A","U",NA,NA,"N",2006
"159",2006-08-01,"human","E","Hook/line","A","U",70.633,"s","N",2006
"160",2006-01-01,"unknown","E","Unknown","A","M",56.4,"j","Y",2006
"161",2006-09-01,"human","E","Hook/line","A","U",NA,NA,"Y",2006
"162",2006-09-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2006
"163",2007-04-01,"human","E","Hook/line","D","F",37,"j","N",2007
"164",2007-04-01,"unknown","E","Unknown","D","F",38.7,"j","N",2007
"165",2007-04-01,"unknown","E","Unknown","A","U",74.285,"s","N",2007
"166",2007-12-01,"unknown","E","Unknown","U","U",NA,NA,"U",2007
"167",2007-02-01,"unknown","E","Unknown","A","U",70.9,"s","Y",2007
"168",2007-02-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2007
"169",2007-01-01,"unknown","E","Unknown","A","M",53.5,"j","Y",2007
"170",2007-01-01,"unknown","E","Unknown","A","F",52.7,"j","Y",2007
"171",2007-01-01,"unknown","E","Unknown","D","U",NA,NA,"N",2007
"172",2007-07-01,"unknown","E","Unknown","D","U",NA,NA,"U",2007
"173",2007-06-01,"unknown","E","Unknown","D","U",NA,NA,"U",2007
"174",2007-03-01,"natural","E","FP","A","F",43.5,"j","Y",2007
"175",2007-03-01,"human","E","Net","A","M",75.6,"s","Y",2007
"176",2007-11-01,"human","E","Hook/line","A","U",55.6,"j","N",2007
"177",2007-10-01,"natural","E","FP","A","F",56,"j","Y",2007
"178",2007-10-01,"natural","E","Shark attack","D","M",64.9,"s","N",2007
"179",2007-09-01,"human","E","Hook/line","D","F",36.4,"j","N",2007
"180",2008-05-01,"unknown","E","Unknown","D","M",87.6,"a","N",2008
"181",2008-07-01,"human","E","Hook/line","A","M",42.8,"j","N",2008
"182",2008-07-01,"unknown","E","Unknown","D","U",97.11,"a","N",2008
"183",2008-07-01,"unknown","E","Unknown","A","M",63.7,"j","Y",2008
"184",2008-03-01,"unknown","E","Unknown","D","F",83.9,"a","N",2008
"185",2008-11-01,"human","E","Hook/line","A","U",NA,NA,"N",2008
"186",2008-10-01,"human","E","Boat impact","D","U",62.4,"j","Y",2008
"187",2008-10-01,"human","E","Net","D","U",77,"s","N",2008
"188",2009-05-01,"human","E","Human take","D","U",79.9,"s","N",2009
"189",2009-05-01,"human","E","Hook/line","D","F",54.6,"j","N",2009
"190",2009-05-01,"unknown","E","Unknown","A","U",68.1,"s","Y",2009
"191",2009-04-01,"natural","E","FP","A","M",73.5,"s","Y",2009
"192",2009-04-01,"natural","E","Misc.","A","F",48.1,"j","N",2009
"193",2009-04-01,"natural","E","Shark attack","D","M",74.3,"s","N",2009
"194",2009-08-01,"human","E","Hook/line","A","U",NA,NA,"U",2009
"195",2009-08-01,"natural","E","Shark attack","A","F",77.8,"s","N",2009
"196",2009-08-01,"unknown","E","Unknown","D","U",49.8,"j","N",2009
"197",2009-02-01,"human","E","Hook/line","A","U",39.3,"j","N",2009
"198",2009-07-01,"natural","E","FP","A","F",55.4,"j","Y",2009
"199",2009-06-01,"human","E","Hook/line","A","U",NA,NA,"U",2009
"200",2009-06-01,"human","E","Hook/line","D","M",43.8,"j","N",2009
"201",2009-06-01,"unknown","E","Unknown","A","M",81.4,"a","Y",2009
"202",2009-03-01,"natural","E","FP","D","M",46.2,"j","Y",2009
"203",2009-11-01,"human","E","Hook/line","A","U",NA,NA,"U",2009
"204",2009-11-01,"unknown","E","Unknown","D","M",38.7,"j","N",2009
"205",2009-11-01,"unknown","E","Unknown","D","U",NA,NA,"U",2009
"206",2010-05-01,"natural","E","FP","A","F",47.4,"j","Y",2010
"207",2010-05-01,"unknown","E","Unknown","D","M",69.6,"s","N",2010
"208",2010-05-01,"unknown","E","Unknown","D","M",42.3,"j","N",2010
"209",2010-08-01,"natural","E","FP","D","U",NA,NA,"Y",2010
"210",2010-12-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"211",2010-12-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"212",2010-12-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"213",2010-12-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"214",2010-12-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"215",2010-12-01,"unknown","E","Unknown","A","U",NA,NA,"N",2010
"216",2010-06-01,"human","E","Hook/line","D","M",65.2,"s","N",2010
"217",2010-03-01,"natural","E","FP","A","U",53.5,"j","Y",2010
"218",2010-03-01,"human","E","Hook/line","A","U",52.3,"j","Y",2010
"219",2010-03-01,"unknown","E","Unknown","D","M",49.3,"j","N",2010
"220",2010-10-01,"human","E","Human take","D","M",50.9,"j","N",2010
"221",2010-10-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"222",2010-09-01,"natural","E","FP","D","M",72.4,"s","Y",2010
"223",2010-09-01,"unknown","E","Unknown","A","U",NA,NA,"U",2010
"224",2011-05-01,"natural","E","FP","A","M",48.6,"j","Y",2011
"225",2011-05-01,"unknown","E","Unknown","A","U",33.2,"j","N",2011
"226",2011-08-01,"human","E","Boat impact","A","U",89.4,"a","N",2011
"227",2011-08-01,"human","E","Boat impact","D","U",88.893,"a","U",2011
"228",2011-08-01,"human","E","Hook/line","A","U",54.7,"j","Y",2011
"229",2011-08-01,"human","E","Hook/line","A","U",NA,NA,"U",2011
"230",2011-12-01,"human","E","Hook/line","D","M",73,"s","N",2011
"231",2011-12-01,"human","E","Hook/line","A","U",NA,NA,"N",2011
"232",2011-02-01,"natural","E","FP","A","M",67.7,"s","Y",2011
"233",2011-02-01,"human","E","Hook/line","A","U",76.3,"s","N",2011
"234",2011-02-01,"natural","E","Misc.","D","F",49.6,"j","N",2011
"235",2011-02-01,"unknown","E","Unknown","A","U",45.5,"j","Y",2011
"236",2011-06-01,"human","E","Hook/line","A","U",NA,NA,"N",2011
"237",2011-03-01,"unknown","E","Unknown","D","U",NA,NA,"U",2011
"238",2011-11-01,"unknown","E","Unknown","A","U",NA,NA,"N",2011
"239",2011-11-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2011
"240",2011-11-01,"unknown","E","Unknown","D","U",NA,NA,"U",2011
"241",2011-10-01,"human","E","Boat impact","D","M",NA,NA,"N",2011
"242",2012-05-01,"natural","E","FP","A","F",48.7,"j","Y",2012
"243",2012-04-01,"natural","E","FP","D","M",74.2,"s","Y",2012
"244",2012-04-01,"natural","E","FP","D","F",51,"j","Y",2012
"245",2012-12-01,"natural","E","FP","A","F",46.5,"j","Y",2012
"246",2012-02-01,"unknown","E","Unknown","D","F",41.2,"j","N",2012
"247",2012-01-01,"natural","E","FP","D","F",72.5,"s","Y",2012
"248",2012-06-01,"unknown","E","Unknown","A","U",NA,NA,"Y",2012
"249",2012-03-01,"human","E","Hook/line","A","U",66.068,"s","N",2012
"250",2012-10-01,"human","E","Hook/line","A","M",50.3,"j","Y",2012
"251",2012-10-01,"human","E","Hook/line","A","U",NA,NA,"Y",2012
"252",2013-05-01,"unknown","E","Unknown","A","U",71,"s","N",2013
"253",2013-04-01,"natural","E","FP","A","F",39.5,"j","Y",2013
"254",2013-04-01,"natural","E","FP","A","F",63.4,"j","Y",2013
