"","date","cause","Side","Cause","Status","Sex","SCL","Age","Tumor","year"
"506",2004-12-01,"unknown","W","Unknown","D","M",51.8,"j","N",2004
"507",2004-07-01,"unknown","W","Unknown","D","F",42.1,"j","N",2004
"508",2004-06-01,"human","W","Hook/line","A","U",55.5,"j","N",2004
"509",2004-06-01,"human","W","Hook/line","A","U",NA,NA,"N",2004
"510",2004-06-01,"unknown","W","Unknown","A","U",NA,NA,"N",2004
"511",2004-11-01,"unknown","W","Unknown","D","F",65.6,"s","N",2004
"512",2005-05-01,"human","W","Hook/line","D","M",53.6,"j","N",2005
"513",2005-05-01,"unknown","W","Unknown","D","M",42.4,"j","N",2005
"514",2005-04-01,"human","W","Hook/line","A","U",NA,NA,"N",2005
"515",2005-04-01,"unknown","W","Unknown","A","M",50.5,"j","Y",2005
"516",2005-08-01,"unknown","W","Unknown","D","U",NA,NA,"N",2005
"517",2005-08-01,"unknown","W","Unknown","D","U",NA,NA,"N",2005
"518",2005-12-01,"unknown","W","Unknown","A","U",NA,NA,"N",2005
"519",2005-02-01,"human","W","Hook/line","A","U",61.4,"j","N",2005
"520",2005-02-01,"unknown","W","Unknown","D","M",47.9,"j","N",2005
"521",2005-01-01,"unknown","W","Unknown","D","U",NA,NA,"N",2005
"522",2005-07-01,"human","W","Hook/line","A","U",NA,NA,"N",2005
"523",2005-07-01,"human","W","Hook/line","D","F",40.5,"j","N",2005
"524",2005-07-01,"unknown","W","Unknown","D","U",NA,NA,"N",2005
"525",2005-06-01,"human","W","Boat impact","D","F",63,"j","N",2005
"526",2005-06-01,"unknown","W","Unknown","D","F",59.4,"j","N",2005
"527",2005-11-01,"human","W","Hook/line","D","F",47.9,"j","N",2005
"528",2005-11-01,"unknown","W","Unknown","D","F",60.3,"j","N",2005
"529",2005-10-01,"unknown","W","Unknown","D","U",NA,NA,"N",2005
"530",2005-10-01,"unknown","W","Unknown","D","U",NA,NA,"N",2005
"531",2005-10-01,"unknown","W","Unknown","D","M",44,"j","N",2005
"532",2006-05-01,"unknown","W","Unknown","D","F",48.8,"j","N",2006
"533",2006-05-01,"unknown","W","Unknown","D","F",40,"j","N",2006
"534",2006-05-01,"unknown","W","Unknown","D","M",57.3,"j","N",2006
"535",2006-04-01,"unknown","W","Unknown","D","F",75.5,"s","Y",2006
"536",2006-08-01,"human","W","Hook/line","A","U",NA,NA,"N",2006
"537",2006-08-01,"unknown","W","Unknown","D","F",52.3,"j","N",2006
"538",2006-02-01,"unknown","W","Unknown","D","M",52.1,"j","N",2006
"539",2006-01-01,"human","W","Hook/line","A","U",NA,NA,"N",2006
"540",2006-07-01,"human","W","Hook/line","A","U",61,"j","N",2006
"541",2006-06-01,"natural","W","FP","A","U",66.7,"s","Y",2006
"542",2006-06-01,"unknown","W","Unknown","D","M",55.9,"j","N",2006
"543",2006-06-01,"unknown","W","Unknown","D","M",59.5,"j","N",2006
"544",2006-10-01,"human","W","Hook/line","D","F",52,"j","N",2006
"545",2006-09-01,"natural","W","Shark attack","A","M",53.7,"j","N",2006
"546",2007-05-01,"natural","W","Shark attack","D","U",NA,NA,"N",2007
"547",2007-05-01,"unknown","W","Unknown","A","U",35.6,"j","N",2007
"548",2007-04-01,"human","W","Boat impact","D","U",47.4,"j","N",2007
"549",2007-04-01,"unknown","W","Unknown","D","M",54.2,"j","N",2007
"550",2007-04-01,"unknown","W","Unknown","D","M",49.5,"j","N",2007
"551",2007-08-01,"human","W","Hook/line","A","U",NA,NA,"N",2007
"552",2007-01-01,"human","W","Net","D","U",NA,NA,"N",2007
"553",2007-07-01,"unknown","W","Unknown","D","F",42.6,"j","N",2007
"554",2007-07-01,"unknown","W","Unknown","A","U",57.1,"j","N",2007
"555",2007-06-01,"unknown","W","Unknown","D","M",53.4,"j","N",2007
"556",2007-06-01,"unknown","W","Unknown","D","U",54.5,"j","N",2007
"557",2007-03-01,"unknown","W","Unknown","D","F",59.6,"j","N",2007
"558",2007-03-01,"unknown","W","Unknown","D","F",59.3,"j","N",2007
"559",2007-03-01,"unknown","W","Unknown","D","F",66.9,"s","N",2007
"560",2007-11-01,"unknown","W","Unknown","A","F",46,"j","N",2007
"561",2007-10-01,"unknown","W","Unknown","D","M",57.1,"j","N",2007
"562",2007-09-01,"unknown","W","Unknown","D","U",50.2,"j","N",2007
"563",2008-05-01,"unknown","W","Unknown","D","F",54.7,"j","N",2008
"564",2008-05-01,"unknown","W","Unknown","D","F",51.7,"j","N",2008
"565",2008-04-01,"natural","W","Misc.","D","F",71.3,"s","N",2008
"566",2008-04-01,"unknown","W","Unknown","D","F",37.8,"j","N",2008
"567",2008-04-01,"unknown","W","Unknown","D","F",57.8,"j","N",2008
"568",2008-12-01,"human","W","Boat impact","A","M",50.5,"j","N",2008
"569",2008-01-01,"unknown","W","Unknown","D","U",NA,NA,"N",2008
"570",2008-07-01,"human","W","Hook/line","A","U",56.025,"j","N",2008
"571",2008-07-01,"human","W","Hook/line","A","U",NA,NA,"N",2008
"572",2008-06-01,"unknown","W","Unknown","A","U",NA,NA,"N",2008
"573",2008-06-01,"unknown","W","Unknown","D","M",43.5,"j","N",2008
"574",2008-03-01,"human","W","Boat impact","A","M",43.3,"j","N",2008
"575",2008-03-01,"human","W","Hook/line","D","M",55.2,"j","N",2008
"576",2008-03-01,"human","W","Hook/line","D","U",43.5,"j","N",2008
"577",2008-03-01,"human","W","Hook/line","A","U",NA,NA,"N",2008
"578",2008-10-01,"human","W","Human take","D","U",NA,NA,"U",2008
"579",2008-09-01,"unknown","W","Unknown","A","F",39.7,"j","N",2008
"580",2009-05-01,"unknown","W","Unknown","D","F",40.7,"j","N",2009
"581",2009-05-01,"unknown","W","Unknown","D","F",58.5,"j","N",2009
"582",2009-05-01,"unknown","W","Unknown","D","U",49.5,"j","N",2009
"583",2009-12-01,"human","W","Hook/line","A","U",63.7,"j","N",2009
"584",2009-02-01,"human","W","Hook/line","A","U",40,"j","N",2009
"585",2009-02-01,"unknown","W","Unknown","A","U",NA,NA,"N",2009
"586",2009-01-01,"human","W","Hook/line","D","F",52.6,"j","N",2009
"587",2009-07-01,"human","W","Hook/line","A","U",NA,NA,"N",2009
"588",2009-03-01,"natural","W","Shark attack","D","U",58.1,"j","N",2009
"589",2009-03-01,"unknown","W","Unknown","D","F",57.3,"j","N",2009
"590",2009-10-01,"natural","W","Shark attack","D","U",66.7,"s","N",2009
"591",2009-09-01,"human","W","Boat impact","D","U",77.4,"s","N",2009
"592",2009-09-01,"unknown","W","Unknown","D","F",47.8,"j","N",2009
"593",2010-05-01,"unknown","W","Unknown","U","U",NA,NA,"N",2010
"594",2010-05-01,"unknown","W","Unknown","U","U",NA,NA,"N",2010
"595",2010-05-01,"unknown","W","Unknown","U","U",NA,NA,"N",2010
"596",2010-05-01,"unknown","W","Unknown","U","U",NA,NA,"N",2010
"597",2010-05-01,"unknown","W","Unknown","U","U",NA,NA,"N",2010
"598",2010-04-01,"human","W","Boat impact","D","M",66.5,"s","N",2010
"599",2010-04-01,"unknown","W","Unknown","D","F",45.7,"j","N",2010
"600",2010-07-01,"human","W","Hook/line","A","F",46.2,"j","N",2010
"601",2010-06-01,"human","W","Human take","D","U",NA,NA,"N",2010
"602",2010-06-01,"human","W","Hook/line","A","U",55.112,"j","N",2010
"603",2010-10-01,"human","W","Hook/line","A","U",57.2,"j","N",2010
"604",2010-09-01,"unknown","W","Unknown","D","M",52.7,"j","N",2010
"605",2011-05-01,"human","W","Boat impact","D","U",NA,NA,"N",2011
"606",2011-05-01,"natural","W","Misc.","A","U",55.5,"j","N",2011
"607",2011-05-01,"unknown","W","Unknown","D","F",53.2,"j","N",2011
"608",2011-04-01,"human","W","Hook/line","A","U",NA,NA,"N",2011
"609",2011-04-01,"natural","W","Misc.","A","F",52.1,"j","N",2011
"610",2011-08-01,"human","W","Hook/line","D","F",NA,NA,"N",2011
"611",2011-08-01,"unknown","W","Unknown","A","U",60.6,"j","N",2011
"612",2011-02-01,"human","W","Hook/line","A","U",49.9,"j","N",2011
"613",2011-07-01,"unknown","W","Unknown","D","U",NA,NA,"N",2011
"614",2011-07-01,"unknown","W","Unknown","D","M",79.1,"s","N",2011
"615",2011-03-01,"human","W","Hook/line","A","U",46.5,"j","N",2011
"616",2011-03-01,"natural","W","Misc.","A","U",44.156,"j","N",2011
"617",2011-03-01,"natural","W","Misc.","A","U",45.5255,"j","N",2011
"618",2011-03-01,"natural","W","Misc.","A","U",62.416,"j","N",2011
"619",2011-03-01,"natural","W","Misc.","A","U",50.547,"j","N",2011
"620",2011-03-01,"natural","W","Misc.","A","U",52.373,"j","N",2011
"621",2011-03-01,"natural","W","Misc.","A","U",46.4385,"j","N",2011
"622",2011-03-01,"natural","W","Misc.","A","U",41.8735,"j","N",2011
"623",2011-03-01,"natural","W","Misc.","A","U",57.851,"j","N",2011
"624",2011-03-01,"natural","W","Misc.","A","U",55.5685,"j","N",2011
"625",2011-03-01,"natural","W","Misc.","A","U",40.9605,"j","N",2011
"626",2011-03-01,"natural","W","Misc.","A","U",NA,NA,"N",2011
"627",2011-03-01,"natural","W","Misc.","A","U",NA,NA,"N",2011
"628",2011-03-01,"natural","W","Misc.","A","U",NA,NA,"N",2011
"629",2011-03-01,"natural","W","Misc.","A","U",NA,NA,"N",2011
"630",2011-03-01,"natural","W","Misc.","A","U",51.7,"j","N",2011
"631",2011-03-01,"natural","W","Misc.","A","U",45.5,"j","N",2011
"632",2011-03-01,"natural","W","Misc.","A","U",53.2,"j","N",2011
"633",2011-03-01,"unknown","W","Unknown","A","U",54.199,"j","U",2011
"634",2011-11-01,"human","W","Hook/line","A","U",43.9,"j","N",2011
"635",2011-10-01,"human","W","Hook/line","A","U",NA,NA,"N",2011
"636",2011-09-01,"natural","W","Shark attack","D","U",NA,NA,"N",2011
"637",2012-05-01,"unknown","W","Unknown","D","U",NA,NA,"N",2012
"638",2012-05-01,"unknown","W","Unknown","D","U",47,"j","N",2012
"639",2012-05-01,"unknown","W","Unknown","A","U",56.5,"j","N",2012
"640",2012-08-01,"human","W","Boat impact","D","M",55.4,"j","N",2012
"641",2012-08-01,"unknown","W","Unknown","D","F",52.3,"j","N",2012
"642",2012-12-01,"human","W","Hook/line","A","U",56,"j","N",2012
"643",2012-02-01,"unknown","W","Unknown","D","U",NA,NA,"U",2012
"644",2012-02-01,"unknown","W","Unknown","D","M",45.2,"j","N",2012
"645",2012-01-01,"human","W","Hook/line","A","U",NA,NA,"N",2012
"646",2012-07-01,"human","W","Hook/line","A","U",53.4,"j","N",2012
"647",2012-06-01,"natural","W","Shark attack","D","U",NA,NA,"N",2012
"648",2012-06-01,"unknown","W","Unknown","D","F",37.3,"j","N",2012
"649",2012-06-01,"unknown","W","Unknown","D","M",53.5,"j","N",2012
"650",2012-10-01,"human","W","Hook/line","D","U",NA,NA,"U",2012
"651",2012-10-01,"unknown","W","Unknown","D","F",60.2,"j","N",2012
"652",2012-10-01,"unknown","W","Unknown","A","U",NA,NA,"U",2012
"653",2013-05-01,"unknown","W","Unknown","D","M",46.9,"j","N",2013
"654",2013-05-01,"unknown","W","Unknown","D","U",60.9,"j","N",2013
"655",2013-04-01,"unknown","W","Unknown","D","U",34.1,"j","N",2013
"656",2013-12-01,"human","W","Hook/line","A","U",56.4,"j","N",2013
"657",2013-02-01,"unknown","W","Unknown","D","F",50.5,"j","N",2013
"658",2013-01-01,"human","W","Boat impact","D","M",56.9,"j","N",2013
"659",2013-01-01,"human","W","Hook/line","D","F",45.8,"j","N",2013
"660",2013-03-01,"unknown","W","Unknown","D","U",38.7,"j","U",2013
"661",2013-03-01,"unknown","W","Unknown","D","M",54.7,"j","N",2013
"662",2013-03-01,"unknown","W","Unknown","D","F",46.9,"j","N",2013
"663",2013-10-01,"human","W","Hook/line","A","U",NA,NA,"U",2013
"664",2013-10-01,"unknown","W","Unknown","D","F",56.4,"j","N",2013
"665",2014-04-01,"unknown","W","Unknown","A","F",56.9,"j","N",2014
"666",2014-04-01,"unknown","W","Unknown","D","M",40.5,"j","N",2014
"667",2014-12-01,"unknown","W","Unknown","D","U",49,"j","N",2014
"668",2014-06-01,"natural","W","Shark attack","A","M",66,"s","N",2014
"669",2014-06-01,"natural","W","Shark attack","D","U",NA,NA,"N",2014
"670",2014-06-01,"unknown","W","Unknown","D","M",60.4,"j","N",2014
"671",2014-06-01,"unknown","W","Unknown","D","M",68.1,"s","N",2014
"672",2014-03-01,"unknown","W","Unknown","D","F",49.8,"j","N",2014
"673",2015-05-01,"unknown","W","Unknown","D","M",56.4,"j","N",2015
"674",2015-04-01,"unknown","W","Unknown","A","U",40.6,"j","N",2015
"675",2015-08-01,"unknown","W","Unknown","D","M",58,"j","N",2015
"676",2015-12-01,"unknown","W","Unknown","D","M",56.3,"j","N",2015
"677",2015-12-01,"unknown","W","Unknown","U","F",39.2,"j","N",2015
"678",2015-02-01,"unknown","W","Unknown","A","U",44.8,"j","N",2015
"679",2015-02-01,"unknown","W","Unknown","A","U",60.1,"j","N",2015
"680",2015-02-01,"unknown","W","Unknown","D","F",57.5,"j","N",2015
"681",2015-01-01,"human","W","Boat impact","D","U",NA,NA,"N",2015
"682",2015-01-01,"unknown","W","Unknown","A","U",42,"j","N",2015
"683",2015-07-01,"unknown","W","Unknown","D","M",54.3,"j","N",2015
"684",2015-06-01,"human","W","Hook/line","A","U",54.199,"j","N",2015
"685",2015-06-01,"unknown","W","Unknown","D","M",45.4,"j","N",2015
"686",2015-06-01,"unknown","W","Unknown","D","U",NA,NA,"U",2015
"687",2015-09-01,"unknown","W","Unknown","D","U",NA,NA,"U",2015
"688",2016-04-01,"unknown","W","Unknown","D","M",35.5,"j","N",2016
"689",2016-04-01,"unknown","W","Unknown","D","M",44.6,"j","N",2016
"690",2016-08-01,"human","W","Hook/line","D","M",83,"a","N",2016
"691",2016-08-01,"unknown","W","Unknown","D","U",NA,NA,"U",2016
"692",2016-12-01,"human","W","Hook/line","D","F",45.4342,"j","N",2016
"693",2016-01-01,"unknown","W","Unknown","A","U",NA,NA,"N",2016
"694",2016-07-01,"unknown","W","Unknown","A","U",NA,NA,"U",2016
"695",2016-06-01,"unknown","W","Unknown","D","M",55.6,"j","N",2016
"696",2016-03-01,"unknown","W","Unknown","D","M",41.2,"j","N",2016
"697",2016-11-01,"human","W","Hook/line","A","F",46.7,"j","N",2016
"698",2016-10-01,"unknown","W","Unknown","D","M",60.4,"j","N",2016
"699",2016-10-01,"unknown","W","Unknown","D","U",54.6555,"j","N",2016
"700",2017-05-01,"natural","W","Shark attack","D","U",NA,NA,"N",2017
"701",2017-05-01,"unknown","W","Unknown","D","U",66.8,"s","N",2017
"702",2017-05-01,"unknown","W","Unknown","D","F",58.1,"j","N",2017
"703",2017-05-01,"unknown","W","Unknown","D","U",57.3945,"j","U",2017
"704",2017-04-01,"unknown","W","Unknown","D","M",49.1,"j","N",2017
"705",2017-08-01,"unknown","W","Unknown","D","F",38.3,"j","N",2017
"706",2017-02-01,"human","W","Boat impact","A","F",40.5,"j","N",2017
"707",2017-01-01,"human","W","Hook/line","A","U",64.6985,"j","N",2017
"708",2017-06-01,"unknown","W","Unknown","D","F",45.4,"j","N",2017
"709",2017-06-01,"unknown","W","Unknown","D","U",22.244,"j","N",2017
"710",2017-10-01,"human","W","Boat impact","A","U",NA,NA,"U",2017
"711",2017-10-01,"unknown","W","Unknown","D","F",46.3,"j","N",2017
"712",2018-05-01,"unknown","W","Unknown","D","F",57.2,"j","N",2018
"713",2018-04-01,"unknown","W","Unknown","D","F",43.2,"j","N",2018
"714",2018-04-01,"unknown","W","Unknown","D","U",40.2,"j","N",2018
"715",2018-08-01,"natural","W","Misc.","D","F",39.6,"j","N",2018
"716",2018-08-01,"natural","W","Shark attack","A","M",62.9,"j","N",2018
"717",2018-08-01,"unknown","W","Unknown","D","F",61.1,"j","N",2018
"718",2018-08-01,"unknown","W","Unknown","D","M",50.5,"j","N",2018
"719",2018-08-01,"unknown","W","Unknown","D","F",46.6,"j","U",2018
"720",2018-02-01,"human","W","Hook/line","A","U",59.2205,"j","N",2018
"721",2018-02-01,"human","W","Hook/line","A","M",54.9,"j","N",2018
"722",2018-02-01,"unknown","W","Unknown","D","F",55.5,"j","N",2018
"723",2018-07-01,"human","W","Hook/line","A","U",43.6995,"j","N",2018
"724",2018-07-01,"human","W","Hook/line","A","F",56.3,"j","N",2018
"725",2018-07-01,"human","W","Hook/line","D","M",58.2,"j","N",2018
"726",2018-07-01,"natural","W","Misc.","D","F",36.5,"j","N",2018
"727",2018-06-01,"unknown","W","Unknown","D","U",41.7,"j","U",2018
"728",2018-06-01,"unknown","W","Unknown","D","U",39.6,"j","U",2018
"729",2018-03-01,"human","W","Boat impact","A","U",63.7,"j","N",2018
"730",2018-03-01,"human","W","Hook/line","A","U",50.5,"j","N",2018
"731",2018-03-01,"unknown","W","Unknown","A","M",48.4,"j","N",2018
"732",2018-11-01,"natural","W","Shark attack","D","F",67.6,"s","N",2018
"733",2018-10-01,"unknown","W","Unknown","D","M",39.2,"j","N",2018
"734",2018-10-01,"unknown","W","Unknown","D","U",NA,NA,"U",2018
"735",2019-04-01,"human","W","Hook/line","D","M",53.8,"j","N",2019
"736",2019-04-01,"human","W","Net","D","U",54.5642,"j","U",2019
"737",2019-04-01,"unknown","W","Unknown","D","M",36.1,"j","U",2019
"738",2019-08-01,"unknown","W","Unknown","D","F",39,"j","N",2019
"739",2019-02-01,"human","W","Hook/line","D","F",36.8,"j","N",2019
"740",2019-02-01,"unknown","W","Unknown","D","M",44.4,"j","N",2019
"741",2019-01-01,"unknown","W","Unknown","A","U",53,"j","N",2019
"742",2019-07-01,"human","W","Hook/line","A","U",61.3,"j","U",2019
"743",2019-06-01,"natural","W","Shark attack","A","M",NA,NA,"U",2019
"744",2019-06-01,"unknown","W","Unknown","D","F",NA,NA,"U",2019
"745",2019-06-01,"unknown","W","Unknown","D","U",39.2,"j","U",2019
"746",2019-03-01,"unknown","W","Unknown","A","U",35,"j","N",2019
"747",2019-11-01,"unknown","W","Unknown","A","U",38.5,"j","N",2019
"748",2019-10-01,"unknown","W","Unknown","D","M",50.1,"j","U",2019
"749",2019-09-01,"natural","W","Misc.","D","M",65.5,"s","U",2019
"750",2019-09-01,"unknown","W","Unknown","D","M",45.1,"j","N",2019
"751",2019-09-01,"unknown","W","Unknown","A","U",48.3,"j","U",2019
"752",2020-01-01,"human","W","Hook/line","A","U",54.9,"j","N",2020
"753",2020-03-01,"unknown","W","Unknown","D","M",58.2,"j","U",2020
"754",2020-10-01,"human","W","Hook/line","D","F",74.7,"s","U",2020
